category,cardName,hue,rgb,lightness,hue2
Son,to-my-beloved-son-spanishlanguage-birthday-card-root-359man2756,79.04537359537281,"[113.10623198048347, 124.45675316034597, 89.24162785540031]",41.901643336420825,79.33916931700098
Son,a-special-place-in-my-heart-spanishlanguage-birthday-card-for-son-root-359bib1054,79.2918031431789,"[118.57589928057554, 128.45827338129496, 94.54028776978417]",43.725208068839045,77.48165273830227
Brother,cartoon-bear-funny-graduation-card-for-brother,79.35531328398427,"[157.7158941845212, 199.0522518583297, 76.61740271097507]",54.05287344496171,80.25715290785814
Father,talking-cartoon-cat-funny-fathers-day-card,79.46636063692475,"[239.0731867410568, 239.3139153265507, 238.67131604857238]",93.72259438727906,82.47701736465632
Father,farting-bulldogs-funny-fathers-day-sound-card-with-motion,79.66866566716612,"[236.89632473944047, 237.69007131102578, 235.2371548729201]",92.73082866351879,79.41557957510297
Mother,world-better-mothers-day-card-for-anyone,79.763147112041,"[224.3929980276134, 152.3594674556213, 127.51479289940828]",69.00152763274934,15.387160315367836
Granddaughter,m-e-rry-root-399xkd1399,79.95226183307074,"[164.86670411684455, 223.29243238905386, 47.77762619372442]",53.150991878976136,79.97292292498253
Son,blue-and-green-batik-pattern-son-fathers-day-card,80.24365426394964,"[17.49946466809422, 154.709136331192, 221.05264097073518]",46.77492267428028,199.5556284145341
Father,tree-hammock-fathers-day-card,80.34658173200296,"[160.92256402485225, 191.0715259887862, 88.39824215790271]",54.79799375425273,77.6183876695285
Any+Woman,nofail-quiz-birthday-card,80.40920716112963,"[238.1339911711244, 238.23305634900026, 238.09231368475722]",93.39713137916813,102.2324723247165
Father,youre-one-of-my-biggest-blessings-christmas-card-for-dad-root-499xxo6601,80.51076492448587,"[181.36097127628074, 206.5389398874741, 130.72342315664793]",66.12987510669059,79.92571154048956
Son,googly-eyes-dog-christmas-card-for-son-root-399xkd1124,80.82382097492906,"[163.24061810154527, 219.8869757174393, 58.416114790286976]",54.56923343288751,81.04888422244187
Niece,for-a-beautiful-niece-spanishlanguage-birthday-card-root-359bif1323,80.82648441329994,"[242.50583617394898, 243.5011878938126, 238.97365974589403]",94.60291130190326,73.19066414181725
Girl,green-with-blue-dots-second-birthday-card,80.96434934838514,"[196.26340354236476, 225.98145045476303, 126.10028721876496]",69.03563483794667,77.85204293757424
Daughter,gold-floral-mothers-day-card-for-daughter,81.11452029004171,"[227.51680600580104, 240.50963999317523, 204.95171472444974]",87.34536367012255,81.92394616252007
Husband,paper-bunnies-easter-card-for-husband,81.21655963641349,"[242.39404641775982, 242.43289606458123, 244.02674066599394]",95.37662491838309,238.57231149567252
Grandson,winnie-the-pooh-birthday-card-for-grandson-root-399hkb3857,81.38094193760622,"[248.16525722339676, 200.3477801268499, 89.8752642706131]",66.2824551949039,41.87473148319225
Nephew,yip-yip-hooray-birthday-card-for-nephew-root-359hkb4713,81.43990955023102,"[190.41151170145477, 228.95876027830488, 121.35015812776723]",68.68802321687689,81.49303000308001
Boy,churchyard-first-communion-card-for-boy,81.46351065953877,"[155.1783029001074, 188.30075187969925, 96.24033297529539]",55.79236957941072,81.58742011416638
Mother,if-i-had-to-describe-my-mom-spanish-card-root-499mth2134,81.5585226032403,"[222.49016269390845, 241.6266868457561, 189.27128263337116]",84.48979793708378,81.93071501182773
Father,marvel-avengers-stickers-spanish-fathers-day-card,81.59643218466745,"[202.36786912751677, 209.61514261744966, 189.23678691275168]",78.20626069219634,81.33814993207359
Boy,you-are-loved-religious-spanishlanguage-first-communion-card-root-399cfc6235,81.73510830324891,"[184.5971689059501, 185.5407869481766, 186.55854126679463]",72.77562944563624,211.1339449541282
Son,proud-of-you-confirmation-card-for-son-root-299cds3263,81.85209747287323,"[191.0394716273253, 227.35774581835236, 127.64350476785994]",69.60808835023771,81.85341259688464
Granddaughter,youre-a-ray-of-sunshine-birthday-card-for-granddaughter-root-399fbd2408,82.09844776425673,"[208.63193728079224, 230.59046833092634, 229.76665978956055]",86.12204031602326,177.7490064171827
Son,enjoy-your-day-birthday-card-for-son,82.26542062363838,"[93.62526564344746, 124.87650531286894, 40.66186540731995]",32.45850406278213,82.26542062363838
Any+Man,corn-dog-in-a-world-of-wieners-thinking-of-you-card,82.40314393127478,"[174.3192874272011, 225.4133835788512, 89.67488866050017]",61.78201416457871,82.58494004182856
Father,favorite-memories-spanish-fathers-card,82.73705768574331,"[222.5873974299427, 225.13562470970737, 218.4152345564329]",86.97075671885105,82.75070841108572
Any+Woman,watercolor-flowers-graduation-card-for-her,82.83998383091864,"[212.23555230431603, 207.53547915142647, 181.06876371616679]",77.11849333734958,50.95176622462154
Mother,to-describe-mom-pop-up-spanishlanguage-mothers-day-card-root-499mth7572,82.84838748066166,"[222.0608460619775, 241.53359733484191, 189.582123326419]",84.53249424730606,82.48954622889886
Father,fantasy-golf-camp-fathers-day-card-root-499zfd4052,82.98861207154258,"[204.4123023715415, 221.19433465085638, 177.38496376811594]",78.1528036115632,82.98416791818369
Brother,glad-youre-on-my-team-birthday-card-for-brother-root-299man2567,83.25690519355868,"[209.09586518095588, 215.26217883783036, 199.99723731466986]",81.4234149318628,84.23715930068411
Wife,woman-you-move-me-valentines-day-card-for-wife,83.41814690349925,"[240.78596668349317, 177.90661282180716, 175.48813730439173]",81.62237333095783,2.222256580727428
Granddaughter,little-lamb-first-holy-communion-card-for-granddaughter-root-399cds8112,83.41822166658949,"[205.38273412504745, 237.97874301827449, 155.12401713573016]",77.07897257921658,83.60469499791873
Daughter,peanuts-snoopy-and-woodstock-mothers-day-card-for-daughter-root-399moa1855,83.74284883157162,"[225.92621889831727, 229.43952250826982, 220.44254278728607]",88.21216966579529,83.42988682140808
Grandfather,lucky-to-have-a-grandpa-like-you-thanksgiving-card-root-359th2795,84.10525971762245,"[149.87225170583775, 177.7447561283801, 108.18713671973717]",56.0650770290426,84.04266102794111
Mother,mom-juggles-everything-mothers-day-sound-card-root-499mek1305,84.65820554197069,"[247.02592388306675, 142.09473248758962, 38.35548814120243]",55.95713961260179,29.82863690610713
Mother,layered-flowers-in-heart-shape-mothers-day-card,84.7058823529386,"[254.80770086801692, 254.8552192299132, 254.73981749387937]",99.92059543603777,84.7058823529386
Mother,for-a-wonderful-woman-mothers-day-card-from-family-root-759moa3163,85.31424042873657,"[170.63883001271725, 211.78804578211106, 114.51759220008478]",63.98149764356781,85.3823525566436
Brother,wishing-good-thing-birthday-card-brother,85.66182224706542,"[185.52823397075366, 188.96602924634422, 180.90573678290212]",72.5238756920091,85.59059953109295
Son,congratulations-anniversary-card-son,85.72153980075444,"[235.65629039207238, 237.5659198621284, 233.11137440758293]",92.28966554308063,85.72153980075444
Brother,sailboats-birthday-card-for-brother-root-459man2898,86.07452619556923,"[193.85939492291644, 215.25454966964182, 165.8992697345543]",74.73604302043061,86.00956344471894
Any+Woman,sweet-beauty--birthday-card-with-light,86.12834978843578,"[237.66617466174662, 237.81808118081182, 237.46924969249693]",93.19359428888409,86.12834978843578
Grandson,wave-design-birthday-card-for-grandson,86.4145226158337,"[206.85650224215246, 214.47309417040358, 199.18148978574987]",81.10874195218696,89.88538705289143
Any+Man,whatever-makes-your-wiener-happy-funny-birthday-card-root-369zzb2399,86.63180258212128,"[209.27547456340167, 215.83006833712983, 201.21078208048596]",81.77271576815997,86.9011509535879
Husband,lovely-bouquet-life-is-beautiful-anniversary-card,86.92579505301381,"[242.4859584859585, 227.5830280830281, 201.06471306471306]",86.97071991189638,38.41262822780336
Mother,thanks-for-keeping-me-alive-funny-mothers-day-card,86.931818181821,"[219.6967619047619, 55.523809523809526, 117.38438095238095]",53.96481792717087,337.3919258203892
Wife,swirls-and-pearls-with-ribbon-30th-anniversary-card,87.01657458563385,"[215.03930461073318, 159.9289493575208, 130.77928949357522]",67.80756747143302,20.756934227995263
Mother,dc-comics-wonder-woman-easter-card-mom,87.15806446796753,"[225.67116788321167, 226.1795620437956, 218.54580291970802]",87.20105195362818,63.99588841345365
Any+Man,one-mans-dream-graduation-card,87.4273684210528,"[235.81634527089074, 235.98596353141807, 235.21789321789322]",92.39291308810024,73.25021349274152
Son,double-the-joy-christmas-card-for-son-and-partner-root-499xxo9816,87.60059612518705,"[239.83893418174588, 240.5911712069994, 239.4682839530722]",94.12930493334736,100.1947936957682
Daughter,like-a-daughter-birthday-card,87.80332920187055,"[173.67744755244755, 208.81555944055944, 135.296182983683]",67.4728906714201,88.6766130902015
Granddaughter,cat-on-a-bike-youre-amazing-funny-birthday-card-for-granddaughter-root-459fbd1250,87.94039465534023,"[127.08841382950646, 196.52115773730975, 47.42975279317322]",47.833511868722155,87.9423527870648
Mother,pitcher-of-flowers-mothers-day-card,88.17859202285904,"[96.19037370377617, 159.02680493054197, 25.893171590686755]",36.25881892573111,88.31880854615945
Mother,you-make-life-beautiful-mothers-day-card,88.53736427506941,"[232.20447691950824, 233.5969612618882, 230.8932962189747]",91.076521074679,90.90214919994848
Wife,lovely-bouquet-life-is-beautiful-anniversary-card,89.00000000000574,"[237.68837209302325, 217.8170542635659, 192.94677002583978]",84.43826316056138,33.35189142362116
Father,get-fired-up-funny-fathers-day-card,89.14927768860407,"[236.66783216783216, 236.83758741258742, 236.54405594405594]",92.81993006993008,94.69922572960573
Boy,sweet-new-boy-first-easter-card,89.52044930875576,"[215.65289912629072, 234.16393963463065, 196.64511517077045]",84.47236368733357,89.60280462865339
Mother,pink-flowers-grateful-for-your-love-birthday-card-for-mom-root-459fbd4191,89.66873548337963,"[181.02065965929685, 199.78470460311706, 161.75679594055816]",70.89049030268141,89.60569582249158
Mother,thankful-youre-my-mom-mothers-day-card,89.92509363295652,"[239.45315459711497, 238.7336441789305, 238.2756811889844]",93.67232074237243,23.336220764755854
Brother,multicolor-deer-birthday-card-for-brother-root-359man2566,90.39906060216869,"[249.8827477777106, 245.9611779645643, 224.50474693112415]",93.01715582526172,50.72841906613672
Wife,romantic-picnic-date-anniversary-card-for-wife,90.40093977318932,"[138.22195072286704, 149.56994502138056, 126.22826308287517]",54.07808002044229,89.17011977562788
Grandfather,bear-sunglasses-birthday-card-grandpa,90.4459414688017,"[212.88242498469074, 212.8652786282915, 160.76883037354563]",73.26495203102674,59.98025886735253
Any+Woman,wishing-you-magical-filled-moments-birthday-card-root-229hbd4238,90.53731343283621,"[217.77358490566039, 221.32138364779874, 213.72075471698113]",85.30238007152545,88.00661977658253
Mother,pink-floral-wreath-with-mothers-day-card,90.58608274803731,"[238.18607345614646, 239.1859575947167, 237.23195458231956]",93.4152768974581,90.70263860065235
Mother,just-like-you-mothers-day-card-root-899moa1841,90.83354268200769,"[169.41339260108975, 170.85747060510468, 167.60137654143963]",66.36447983265576,86.61000528448133
Wife,our-sweet-life-together-spanishlanguage-mothers-day-card-for-wife-root-399mth7755,91.00250000000028,"[249.98658979010105, 166.9988986784141, 162.23795024617777]",80.82834118358409,3.255399826355049
Father,caring-is-all-around-you-sympathy-fathers-day-card-root-299fd6333,91.21154724781428,"[73.0363102389534, 120.22280069416634, 29.891069283139768]",29.434092152412962,91.34213618058891
Any+Woman,uniquely-wonderful-you-birthday-card,91.40135128566575,"[43.104399073879186, 46.389391707009054, 41.48368764470638]",17.230015559159888,100.17762903848632
Father,watercolor-elephants-first-fathers-day-card,91.66810976013578,"[177.94812110147572, 210.74486535828387, 148.60444241594402]",70.46064858318194,91.66706247291584
Sister,two-hedgehogs-birthday-card-for-sister-root-359fbd8111,91.82198952879749,"[248.31176470588235, 225.0797385620915, 122.47254901960784]",72.7028066128412,48.922995418990936
Any+Man,a-man-with-a-big-heart-sympathy-card,92.14702904758181,"[232.67419588001445, 235.1324539212143, 230.44904228406216]",91.290489452015,91.49317076934965
Boy,lego-ninjago-go-musical-pop-up-birthday-card-root-799tng9997,92.99244065674804,"[90.98311557788945, 127.68944723618091, 73.60804020100502]",39.47009557591881,100.72342086190555
Husband,deer-in-the-woods-fathers-day-card-for-husband,93.90566360577196,"[74.95484194681384, 86.84771700953337, 65.38886101354741]",29.85030941629035,93.25305430525516
Mother,flowers-pop-up-spanishlanguage-mothers-day-card,94.21074120603019,"[219.07555349125252, 225.8104969809568, 216.54249883882954]",86.73588153329143,103.60128295078671
Any+Man,a-man-your-age-funny-birthday-card-for-him-root-349zzb8223,94.32606605141159,"[194.48455653159536, 222.97194672711817, 173.29045055256447]",77.698509270526,94.40402450292595
Any+Woman,pink-flowers-you-make-life-beautiful-birthday-card-root-529hbd8537,95.07784542454806,"[188.83929497148782, 203.33229652669777, 180.72420943494038]",75.30519724738002,98.46323175345665
Granddaughter,chick-and-ladybug-religious-easter-card,95.99610388829542,"[186.3078329348896, 228.78062157221206, 155.9808747011672]",75.44343064183907,95.00516729479081
Grandson,world-of-love-birthday-card-for-grandson-root-359man2829,96.00681824967495,"[75.16804407713498, 115.77330884603612, 48.110682583409854]",32.134115966558035,96.00681824967495
Son,we-wont-give-you-up-birthday-card-son,96.1885668114332,"[77.27745795236483, 117.71881702223727, 50.66373179817135]",33.016186043217374,96.1863911750199
Daughter,more-to-life-because-of-you-birthday-card-for-daughter-root-529fbd4068,96.3389830508561,"[221.86315342116447, 172.09349766255843, 164.41138971525712]",75.74010649733755,8.022842939992916
Boy,marvel-avengers-hulk-shiny-foil-birthday-card,96.34006211180122,"[14.21632041122296, 15.881345041764831, 13.140501177982438]",5.6905580823033866,96.44916777369696
Grandson,vibrant-leaves-fathers-day-card-for-godson-root-299fd7196,96.52185334367417,"[170.70323634204274, 228.24064726840854, 133.6226247030879]",70.9535827395091,96.48612137501236
Father,nominated-for-father-of-the-year-fathers-day-card-root-369zfd4105,96.7069170472725,"[72.04727685325265, 37.81127080181543, 27.856656580937972]",19.589006555723653,13.515919205751455
Grandson,disney-mickey-mouse-you-rock-birthday-card-for-grandson-root-399hkb1987,97.24188547927872,"[181.43216697360344, 211.52036013914466, 163.09044403519542]",73.45309885771374,97.27637244007656
Brother,enjoy-the-journey-birthday-card-brother,97.47235001980455,"[234.84784377542718, 239.12184703010578, 232.32424735557365]",92.44041066385871,97.72510997396523
Mother,flowers-pop-up-spanishlanguage-mothers-day-card,97.7407859906332,"[219.24557833776805, 225.9286273282204, 216.69541399280013]",86.78902771000405,103.42831957417224
Girl,gowns-and-crowns-spanishlanguage-money-holder-quinceaera-card-root-259smh1187,97.74447386244672,"[241.50423917893798, 239.14948683623382, 237.18920124944222]",93.86145890752552,27.257497414684444
Daughter,little-guide-to-life-birthday-card-for,97.95246568378215,"[229.10269340974213, 232.5251575931232, 227.11449856733523]",90.12542277656048,97.95246568378215
Mother,green-flowers-for-a-special-mother-birthday-card-from-both-of-us-root-559fbd8014,98.01703557428749,"[206.31102803738318, 226.40990654205606, 194.73383177570093]",82.57720359171704,98.07077484111952
Brother,million-bucks-funny-birthday-card-for-brother-root-349zzb3870,98.06095577414612,"[32.0297332750328, 68.89199825098382, 73.67905553126367]",20.727213491430682,186.8962331499601
Son,devoted-father-birthday-card-son,99.37277349815821,"[120.70694745128911, 111.59555205668175, 49.97106868726629]",33.466277674226546,52.27147901137702
Husband,side-by-side-anniversary-card-husband,100.16927083333573,"[236.27969239532896, 236.71119339219595, 236.04329250925662]",92.69695801989265,98.763326226012
Father,dogwood-leaves-fathers-day-card-for-stepdad,100.59440587122265,"[70.00695652173913, 118.45545893719807, 47.38570048309179]",32.51787439613526,100.90220943700956
Mother,i-dont-say-it-enough-funny-appreciation-card-for-mom-root-399zzb8185,101.47146254458978,"[246.41128894458052, 246.8630745571567, 227.8149456057413]",93.07412160056823,61.42308658365928
Any+Woman,hedgehog-secret-pal-mothers-day-card-root-299moa2156,102.36175085561355,"[237.3301903575876, 247.21473047500444, 233.2479985767657]",94.20837824544512,102.46321984026913
Nephew,cap-gown-graduation-card-nephew,102.5149602426428,"[204.34881770920677, 213.10280060372295, 200.7997652188496]",81.15736584756324,102.69182012731217
Any+Woman,today-will-be-amazing-birthday-card-root-359hbd1653,102.60006070855572,"[230.95178926441352, 239.37259774685222, 227.76540755467198]",91.59568731402435,103.52892479410801
Boy,giant-dinosaur-play-scene-kids-activity-birthday-card,102.84469214122663,"[203.0353645266594, 215.99020674646354, 197.46354733405877]",81.06936354520045,101.95524491953488
Mother,seeds-of-hope-jumbo-spanishlanguage-mothers-day-card-1925-root-599mth7145,102.99752124645893,"[82.7296011708745, 135.39388949871935, 62.079216977680204]",38.720216956156776,103.09993062799136
Wife,heart-mothers-day-card-from-husband,103.01140928812569,"[242.71428571428572, 194.5775075987842, 179.27963525835867]",82.74390607306755,14.46957355055101
Father,youre-one-in-a-million-spanishlanguage-fathers-day-card-for-dad-root-499fth7175,103.03042299241898,"[245.98570621012678, 246.6471775821691, 222.03165630299605]",91.89781056571866,61.61232751776493
Father,woodshed-and-sled-christmas-card-for-dad-root-499xxo2722,103.10470204994898,"[156.71552190373174, 170.96890210924823, 165.8388318009735]",64.25184784568235,158.40482650021818
Grandson,flower-anniversary-card-grandson-wife,103.18602425015888,"[225.36238532110093, 220.14621559633028, 200.1559633027523]",83.43497031840259,47.58371246587808
Sister,greenery-spanishlanguage-christmas-card-for-sister-and-family-root-399nxs4925,103.53824852042015,"[237.2406388404241, 245.14454435646223, 234.23527043349887]",93.99604211567863,103.47075106108143
Aunt,marjolein-bastin-bird-and-winter-bouquet-christmas-card-for-aunt-root-499xxo4219,103.65261511504784,"[164.8803418803419, 203.85212062570554, 146.97661667472988]",68.78994849028146,101.11272098331371
Father,loved-admired-celebrated-birthday-card,103.65849274618047,"[219.4392162471396, 227.21267162471395, 216.2561498855835]",86.95467088437205,102.56892230576423
Mother,paisley-flowers-spanish-mothers-day-card,104.47859111191931,"[226.65830231720494, 239.39980790010804, 222.2174330651939]",90.51318450300042,104.49270501425451
Daughter,a-beautiful-gift-from-heaven-birthday-card-for-daughter-root-699fbd4018,105.10211827791994,"[202.52564894932016, 216.22388751545117, 197.4983003708282]",81.12199762476065,103.89151099082443
Mother,dandelion-flower-mothers-day-card-from-son,105.30803444686305,"[235.4880304678999, 237.98186434530285, 234.272216177004]",92.59883931809938,100.33537032510391
Grandson,iris-flowers-grandson-and-wife-easter-card,105.33394748963612,"[236.0849540998911, 238.52295005445777, 235.33312587521394]",92.91295606464152,105.85825081703327
Boy,good-news-bad-news-16th-birthday-card,106.16875301357813,"[143.46540157178455, 223.62986390645966, 119.47134368410964]",67.27474658638614,106.1783417219518
Girl,good-news-bad-news-16th-birthday-card,106.1783417219518,"[143.51379310344828, 223.63850574712643, 119.51206896551724]",67.28442641424385,106.16966552599622
Father,my-prayer-for-you-dad-spanishlanguage-religious-birthday-card-root-299man2748,106.64840964406055,"[207.665123214566, 241.2609480458327, 198.0524250510124]",86.13987707781277,106.65166384228507
Mother,pampered-mom-spa-day-mothers-day-card,107.51515151515959,"[215.68826550770447, 237.97352824970366, 221.60410904780719]",88.95329289360943,135.92759378767462
Daughter,rose-in-hands-daughter-birthday-card,107.6813249571677,"[237.70882403140467, 239.12459464072367, 237.336917562724]",93.42382592224465,107.5176627840366
Mother,mom-mantra-interactive-mothers-day-card-root-659moa7263,107.76010368799349,"[225.24384503982623, 227.16238233164373, 222.11984069514844]",88.09455353466515,82.82821755519609
Son,no-better-gift-than-you-spanishlanguage-christmas-card-for-son-root-399nxs4995,108.94167632290443,"[221.5619162919405, 223.71739882393635, 221.06139744033206]",87.21152867926833,108.6931041218989
Any+Woman,compliments-funny-love-card,109.71825549980858,"[245.5610127282789, 246.21665744327615, 245.44853348090757]",96.40493939689877,111.21397694524305
Any+Man,compliments-funny-love-card,109.97503360860395,"[245.63735656021015, 246.28148762615788, 245.52301949398588]",96.4322562980674,110.95515858548795
Daughter,a-time-for-hoping-and-believing-christmas-card-for-daughter-root-579xxo1593,110.39346696362291,"[226.84464751958225, 234.2417319408181, 225.4310269799826]",90.13191351388251,110.3733886501704
Any+Woman,bird-and-blooms-birthday-card-for-her-root-799fbd2916,111.08907912461851,"[221.29517396184062, 225.3574635241302, 208.88215488215488]",85.14502321691862,74.79410061650599
Grandfather,canoe-on-mountain-lake-grandpa-fathers-day-card,111.12587603531445,"[78.85256682223165, 85.04157827747136, 78.27174374204498]",32.02222000382673,114.85225456710434
Daughter,wishes-bird-and-flowers-birthday-card-for-daughter-root-559fbd1089,111.80932216583122,"[196.15904601653375, 220.3242373253347, 192.41934303899333]",80.93011379692706,111.95903857043982
Grandfather,classic-car-fathers-day-card-for-grandpa,111.84480520635151,"[205.38239728609122, 214.62174896343762, 204.23972860912176]",82.12970148481556,113.39626409134644
Grandmother,most-precious-gift-spanishlanguage-pop-up-christmas-card-for-grandma-root-499nxs4742,112.08198570891312,"[208.3183630082381, 226.71432367791655, 205.63074674461865]",84.77354322010493,112.35153615881521
Son,happy-and-blessed-new-year-rosh-hashanah-card-for-son-root-299j3243,112.61037635210312,"[143.85219831618335, 155.76863111942626, 142.18147801683816]",58.42159002671852,112.62220590260243
Sister,you-deserve-a-beautiful-day-birthday-card-for-sister-root-659fbd1312,113.09646874864242,"[225.36852833265388, 213.512841418671, 145.90746025275172]",72.79921344811875,51.04792784658164
Any+Woman,botanical-wreath-birthday-card-in-gift-box,114.11571154373432,"[244.55557617368714, 244.85321952124698, 240.3508999814437]",95.13806264758641,63.96653340477261
Sister,peanuts-youre-one-of-a-kind-sister-birthday-card-root-499fbd3062,114.16696835855484,"[244.27102072741494, 245.70512319123972, 237.05436057880328]",94.65872230785158,69.94665461121164
Father,all-that-and-more-fathers-day-card,114.30765319094836,"[190.15079969535415, 216.64661081492764, 186.31835491241432]",79.01273837791018,112.41807086713041
Granddaughter,honey-bee-rosh-hashanah-card-for-granddaughter-root-299j8602,114.42017890240896,"[223.862870424172, 220.69901220220802, 207.15514235909356]",84.51333583985598,48.638102524866106
Son,its-all-good-son-birthday-card,114.6337425365905,"[178.85217783795983, 203.3859174001354, 177.90611600090273]",74.76314380412512,117.77220750923377
Son,a-wonderful-son-root-199cds6237,114.70148654077994,"[217.2032205717139, 220.0029958806641, 216.9415803270503]",85.67540709955183,114.87217125382223
Sister,stuff-sisters-teach-us-birthday-card-for-sister-root-399fbd4122,114.79625364655315,"[215.6551189973243, 228.17307421489932, 214.32924940149275]",86.7651614934102,114.25359849448161
Mother,roses-mothers-day-card-from-daughter,115.05387431046032,"[228.86470501256838, 236.74789294691706, 228.13573857755435]",91.15365324009242,114.92136529084551
Father,excellent-dad-spanishlanguage-fathers-day-card-with-removable-medal-root-599fvf9976,115.0725068026792,"[65.21229017831213, 147.44130800952547, 57.85502700818958]",40.25418333680687,115.0725068026792
Wife,because-of-you-mothers-day-card--wife,115.4821824038644,"[234.70259028171677, 235.46719606730952, 234.71998487426734]",92.1901541860836,121.36498516320411
Nephew,pride-in-who-youve-become-hanukkah-card-for-nephew-root-299ch1246,115.86028422282358,"[161.89230213227322, 231.1781713046621, 157.32471991326346]",76.17703749371091,116.28920615113591
Son,a-fine-son-passover-card-root-299p2023,116.13900598313845,"[151.2300803673938, 227.06858017604287, 146.01814006888634]",73.15425887155475,116.1417061092203
Grandmother,totally-awesome-granny-root-299ekd1361,116.52404050861185,"[241.44151712887438, 246.47675367047307, 178.8337683523654]",83.39422000447814,64.46630483671227
Any+Man,kitty-on-rug-funny-fathers-day-card-from-the-cat,116.8781307768728,"[90.5650231634679, 165.40602250165455, 86.45764394440768]",49.38503263648279,116.87843173416269
Grandmother,butterfly-portraits-grandparents-day-card-for-grandma-root-200gvv4335,117.28171334431627,"[215.6574316735305, 231.25496068888057, 214.90677648820667]",87.48269356413476,117.24499610681092
Father,blue-leaves-fathers-day-card-for-loss-of-a-child,117.78217591245114,"[232.82852049910875, 234.44943553178848, 232.20011883541295]",91.49991262101987,103.23753169906954
Wife,flowers-springing-from-envelope-anniversary-card,118.0155259295129,"[212.61194384963122, 235.79835831548894, 211.90613847251961]",87.78519544862912,118.22752666328086
Son,all-around-awesome-birthday-card-for-son,118.50177913727447,"[50.32775427625529, 64.4542946477837, 49.970204156704064]",22.43617623617407,118.51885714285713
Mother,caterpillar-love-spanishlanguage-birthday-card-for-mom-root-299bif1319,118.53551490695118,"[151.2246118605243, 226.6038432171036, 149.49554594044287]",73.74497826618558,118.65456819993496
Grandfather,checklist-fathers-day-card-for-papa,118.53734439834093,"[238.9286244433449, 239.8593518060366, 238.9053686293914]",93.8754353794957,118.53734439834093
Mother,garden-delights-mothers-day-card,118.77297489944503,"[219.4644865652989, 232.48989793792958, 218.32201624661528]",88.39449297736172,115.16171714201693
Girl,disney-princesses-spanish-birthday-card,118.77681262187521,"[237.69238641015144, 239.03520261972983, 236.48280802292263]",93.23882561620636,91.56603319701723
Girl,peace-hearts-and-flowers-birthday-card,118.8176100628916,"[236.44056603773586, 237.9693396226415, 236.49575471698114]",93.02155012948576,122.16599814871877
Wife,peony-25th-anniversary-card-for-wife,119.43512853837153,"[231.28455475826374, 234.96212210328196, 231.2432654981767]",91.41282109832521,119.33383943822331
Daughter,day-for-dreams-wedding-card-for-daughter-root-399w2381,119.85719451658504,"[222.63292747485443, 238.34039174166224, 222.4249867654844]",90.34615264846012,119.21607759394892
Grandmother,raccoon-kid-pop-up-mothers-day-card-for-nana,123.32887862957114,"[135.03254274682845, 171.36293436293437, 137.07850707850707]",60.07754453132603,123.37893026857151
Father,pinball-golf-game-fathers-day-sound-card,123.80969345104776,"[39.683179949089485, 150.64147248874093, 46.78245545329939]",37.318559301535366,123.83888865359366
Father,pizza-fathers-day-song-card-root-699fff4011,124.08350147446824,"[222.146829810901, 227.57530589543939, 222.49388209121247]",88.18081092281186,123.83590836441134
Girl,soccer-ball-on-green-football-field-birthday-card,124.12419732220364,"[22.476948004124317, 77.34968331123876, 30.03741346295478]",19.57384927752217,128.26690933103555
Boy,geometric-star-of-david-bar-mitzvah-card-root-259jwr1113,124.19382452261713,"[205.32886110687605, 216.6675560298826, 206.15962799207196]",82.7443955170115,124.39609791516804
Boy,soccer-ball-on-green-football-field-birthday-card,124.42364109455863,"[242.44187192118227, 238.9167487684729, 235.42463054187192]",93.699314208442,29.85889785889783
Any+Woman,proud-brilliant-graduate-graduation-card,124.65242313704992,"[237.56900974858902, 238.80913288866086, 237.67072857875834]",93.40747894848036,124.92139015308315
Father,tools-on-pegboard-money-holder-fathers-day-card,124.67744661278437,"[80.99679720483331, 171.8487407191731, 98.96360460037852]",49.57755645568754,131.86555182017173
Father,talking-mower-funny-sound-light-fathers-day-card,124.68904900608106,"[31.113587858667298, 59.390324875503914, 33.15461228361394]",17.745865241994355,124.33082025779294
Mother,dog-with-bouquet-of-flowers-birthday-card-for-mom-root-399fbd8250,125.0950234243788,"[243.08879757012684, 249.20939789172772, 243.58745756655352]",96.52905793369698,124.88834398809021
Mother,love-and-happiness-popup-musical-spanishlanguage-mothers-day-card-root-699mtx6385,125.14007898070187,"[173.74845846935074, 222.52502720348204, 178.08324265505985]",77.70068346526132,125.3322129434773
Sister,the-birth-of-our-savior-spanishlanguage-christmas-card-for-sister-root-499nxs4965,125.78282072703959,"[243.74593092497022, 239.3874553394204, 223.396982929734]",91.59664977543221,47.148793382625506
Grandmother,succulent-plants-grandma-spanish-mothers-day-card,125.82252759115559,"[162.54789374832305, 184.03085591628655, 165.21652803863697]",67.956617581296,127.4532578965117
Mother,dimensional-flowers-in-a-teacup-mothers-day-card,126.20049958097042,"[226.55253563142193, 71.76234670202187, 118.23102419622141]",58.49311418302821,341.9877430931773
Father,pop-up-ol-box-spanish-fathers-day-card,126.27986149503893,"[215.97016129032258, 220.9391129032258, 211.65564516129032]",84.82250158127769,92.11484168005914
Girl,full-of-giggles-birthday-card-root-399hkb3993,127.06100151055685,"[241.1208075545425, 173.16851188537936, 201.6496255291436]",81.23319989018077,334.851963398768
