category,cardName,hue,rgb,lightness,hue2
Grandfather,mickey-mouse-steamboat-willie-fathers-day-card-for-grandpa,37.35132905050981,"[240.88182255349844, 227.02224092329888, 204.1655446020678]",87.26418963834631,37.35132905050981
Daughter,so-grateful-for-you-pickatitle-family-thanksgiving-card-root-399th6014,37.36035536210925,"[131.39407922760188, 94.08639784182877, 32.45215107198637]",32.12671182344867,37.37601313342365
Daughter,fall-flowers-thanksgiving-card-for-daughter-root-399th6206,37.3702963722706,"[242.75663114031573, 240.99150572962577, 234.09103293533136]",93.49954197561708,47.77839427398324
Son,youre-a-stand-up-guy-birthday-card-son,37.3717498498881,"[225.59416613823717, 177.9852039737899, 99.1551469034031]",63.6763358905177,37.407783236902425
Son,so-grateful-for-you-pickatitle-family-thanksgiving-card-root-399th6014,37.37431176875431,"[131.3896343627973, 94.08895988640397, 32.453603123890666]",32.1261249973898,37.37891402598036
Mother,love-you-more-than-tacos-mothers-day-card,37.398394246346044,"[238.081763761133, 231.8059570740254, 221.4013724631333]",90.09473259299337,37.425685375162
Mother,best-mom-in-the-world-spanishlanguage-mothers-day-card-with-pin-root-799mth1226,37.445693085278,"[249.94535104364326, 236.0084440227704, 216.49022770398483]",91.45795661718199,35.0048919932958
Mother,a-mothers-love-birthday-card-for-mom-root-899fbd5235,37.500840738055956,"[226.48585485854858, 195.15047150471506, 140.17835178351783]",71.89494247883654,38.215995895564944
Grandson,mickey-mouse-jelly-bean-easter-card,37.50503919372953,"[238.99147560258672, 238.68283362727806, 238.1678424456202]",93.56065059768764,37.51605995717293
Father,letters-love-you-birthday-card,37.53455435306348,"[166.87671430633753, 146.9113613396853, 113.51782878591021]",54.97932217495054,37.549733913753975
Grandfather,legacy-of-love-fathers-day-card-for-grandpa,37.55642036643869,"[65.63435765534047, 53.782997157168, 33.95072424529579]",19.526486647183575,37.556815511414364
Father,skull-and-crossbones-funny-fathers-day-card,37.58670520231068,"[232.54483007953723, 232.15473608098338, 231.72143890093997]",91.03260176087788,31.57409440175686
Any+Woman,youre-special-to-our-family-birthday-card-root-499fbd2392,37.586986088651365,"[242.99309749784297, 233.03249928098936, 216.20592464768478]",90.0390239501035,37.68947487089189
Daughter,so-loved-birthday-card-for-daughter-with-sign-root-799lad1831,37.627443924672924,"[237.2217720857292, 236.1143491897543, 233.4299529534762]",92.28465196847164,42.47665000861654
Grandson,glistening-evergreen-christmas-card-for-grandson-root-329xxo5261,37.63001921715388,"[237.7093634416975, 234.0800077866459, 228.13587697099476]",91.34220400248869,37.25370585005771
Niece,luau-minnie-mouse-birthday-card-for-niece-root-399hkb3474,37.64629342879183,"[239.65515857085506, 222.71992506356216, 194.1989830054864]",85.06943952477283,37.64629342879183
Husband,sail-boats-birthday-card-husband,37.679315105042775,"[217.25714285714287, 196.1195335276968, 164.07551020408164]",74.77110844337736,36.15235756223515
Son,you-make-life-better-birthday-card-son,37.689892981535685,"[196.33221877239075, 159.76618103654167, 98.14174826844996]",57.739993537419736,37.65605712152185
Daughter,flower-bouquet-with-butterfly-birthday-card-for-stepdaughter-root-299fbd2881,37.72052938220129,"[249.6085949020434, 243.9048346323994, 207.93464293237835]",89.71436035969053,51.78802105382877
Grandmother,flowers-mothers-day-card-grandmother,37.77145944101697,"[230.70025879129244, 228.80012178413762, 225.5385903486071]",89.45859787056854,37.91252543722523
Wife,floral-heart-valentines-day-card-for-wife-root-699iav1862,37.79429440478817,"[228.86632975363236, 223.3257106759318, 213.8674668351232]",86.81054835073637,37.835843525725295
Grandson,black-argyle-birthday-card-grandson,37.8108378534944,"[234.50136679920476, 232.7567097415507, 229.79150099403577]",91.03781721436087,37.774436090226025
Husband,devoted-and-faithful-religious-birthday-card-for-husband-root-359mhb1765,37.81218270524185,"[187.90926734594856, 168.81914119359533, 136.27510917030568]",63.56556402279495,37.81686368847375
Father,toilet-humor-fathers-day-sound-card,37.81544889708874,"[220.2111111111111, 207.39058380414312, 185.51016949152543]",79.55319227502677,37.83254279232828
Son,happy-birthday-card-son-from-parents,37.91094533379223,"[194.0601784266018, 161.96058394160585, 106.86877534468775]",59.005677210056774,37.91094533379223
Husband,king-of-my-heart-valentines-day-card,37.9148963317384,"[100.85342293154137, 63.67870642587148, 42.848803023939524]",28.17690705009429,21.54645968039736
Girl,believing-and-achieving-money-holder-barbat-mitzvah-card-root-299jwr1128,37.91746297181079,"[133.16054421768706, 123.34455782312925, 105.62789115646258]",46.82126183806856,38.60870209769479
Boy,believing-and-achieving-money-holder-barbat-mitzvah-card-root-299jwr1128,37.92339385630946,"[134.46006066734074, 124.69834850016852, 107.298955173576]",47.40372859625819,38.43597602590988
Wife,flowers-and-butterflies-anniversary-card-for-wife,37.93202111390647,"[239.96998656114678, 236.58175302374198, 230.7073316410333]",92.28967023572159,38.05229558937327
Husband,my-one-and-only-romantic-birthday-card,37.95562359920655,"[220.8243552073131, 188.1612797910545, 131.9902056807052]",69.17932566431732,37.938838437480456
Boy,marvel-spiderman-7th-birthday-card-root-399hkb4387,37.969928514563826,"[233.4449442245412, 185.1504138179201, 101.91237855343648]",65.75633779960346,37.969928514563826
Wife,lace-and-flowers-valentines-day-card-for-wife-root-599vee4152,37.98740889229659,"[249.81311935455582, 245.80180654213802, 238.16618433745506]",95.68221641019821,39.33544160831253
Boy,yarmulke-and-tallit-cameo-money-holder-bar-mitzvah-card-root-299jwr1119,37.993863073764466,"[228.8597165187442, 212.4896012716916, 183.10928599814545]",80.77823578762542,38.53119842487767
Son,star-of-david-rosh-hashanah-card-for-son-and-his-family-root-359j8612,38.00857157119323,"[171.03245969173946, 152.778180268485, 121.22629448114213]",57.30563807311404,38.0096146578611
Wife,amor-spanishlanguage-mothers-day-card-for-wife-root-799msi8282,38.02334931649661,"[235.33413149755563, 232.85493365259902, 228.5352688815724]",90.95478438806431,38.1210653753025
Son,youre-a-blessing-son-religious-birthday-card-root-499man2723,38.043602369228594,"[240.43651162790698, 236.97581395348837, 225.37465116279068]",91.33552211582308,46.21406293425562
Mother,queen-of-all-moms-musical-mothers-day-card-root-559mej1013,38.063308804871895,"[251.42092016510622, 210.09966777408638, 201.127655290446]",88.73501479520631,10.703634976969877
Wife,flowers-and-butterflies-anniversary-card-for-wife,38.08880994671408,"[239.958531510107, 236.53344233055887, 230.61013674197383]",92.26836632393743,38.01704400915823
Mother,woven-ribbon-mothers-day-card--daughter,38.1090601419371,"[222.9003967711041, 201.1380489807087, 183.26912026268982]",79.64108177133214,27.052767852519285
Granddaughter,peanuts-snoopy-big-hug-pop-up-birthday-card-for-granddaughter-root-459fbd4181,38.11768319737879,"[245.69908386187456, 235.64458538877145, 218.12802443035002]",90.94649182200486,38.11945130782996
Girl,giant-mermaid-play-scene-kids-activity-birthday-card,38.151807142601264,"[229.2480121166225, 206.900795153351, 168.37031427489586]",77.96437772382714,37.974971700108206
Mother,gold-and-blue-flower-mothers-day-card-from-both,38.15725878673485,"[235.24652978600346, 216.78238866396762, 185.1257952573742]",82.4259460869368,37.8964039984422
Brother,man-and-mensch-rosh-hashanah-card-for-brother-root-299j7031,38.16315655494271,"[246.75408038976857, 242.85164433617538, 217.8412911084044]",91.0971316663084,51.901640449248845
Granddaughter,youre-our-pride-granddaughter-root-399w2374,38.177518867155335,"[238.88731487443658, 230.23073620948702, 214.84309937754884]",88.96674789254618,38.398350324043506
Mother,painted-flowers-loss-of-a-child-mothers-day-card,38.20213451758451,"[240.14773448407158, 238.88247239497397, 236.6392943266912]",93.48765270799272,38.361972289548966
Husband,toddler-couple-photo-anniversary-card-for-husband,38.237610449481494,"[244.4423252975282, 240.84360695758315, 234.62725053402502]",93.93521094736336,38.00087053849031
Sister,one-of-my-top-picks-funny-birthday-card-for-sister-root-399fbd8139,38.3478114967729,"[245.21470622186308, 190.34295278771788, 120.74281426757474]",71.75637656655644,33.549809885931566
Any+Woman,gold-amor-love-spanish-blank-card-root-599las1000,38.36284439218621,"[189.78473464519976, 125.3076923076923, 8.539057841383423]",38.88701813462415,38.655366525305226
Any+Woman,with-love-from-both-mothers-day-card,38.37911340766888,"[231.57286580855157, 222.81949992602455, 223.1415889924545]",89.09654230089727,357.7922385234263
Granddaughter,sunshine-days-birthday-card-for-granddaughter-root-599fbd4175,38.39069430109626,"[240.23809523809524, 238.6598780007871, 232.49537583628492]",92.69283746556472,47.770054767017974
Granddaughter,butterfly-graduation-card-granddaughter,38.427443678040454,"[245.20178448867537, 242.43971631205673, 237.28128574696865]",94.6045235756165,39.07655868632739
Mother,you-matter-to-me-birthday-card-for-mom-root-599fbd2318,38.43548332024444,"[57.5220078384082, 54.33886041603859, 48.66611395839614]",20.821200352314573,38.433702127659615
Grandson,a-prayer-for-you-grandson-root-399cds6327,38.43852121341822,"[216.07561615102256, 163.25998951232302, 69.05453592029366]",55.907872955160045,38.44569232283716
Mother,always-there-spanish-mothers-day-card,38.502166630460906,"[248.22830795025848, 230.18331703227608, 198.8303758558055]",87.6585654521694,38.08208948891357
Mother,tulip-flowers-watercolor-mothers-day-card,38.51590106007226,"[223.50089928057554, 150.97661870503597, 134.01169064748203]",70.10050782903089,11.374507597073721
Husband,love-our-life-birthday-card-root-599lad7042,38.56231369804895,"[239.97832345469942, 218.2367485182049, 179.19441151566468]",82.19073234713021,38.53881965514071
Mother,lucky-youre-my-mom-root-299vkd2197,38.57606077450435,"[247.7659619450317, 102.58446088794926, 114.79101479915434]",68.69616133980017,354.95532675072474
Son,snoopy-love-ya-son-birthday-card,38.578184591914585,"[232.93474576271186, 204.17612994350281, 152.38728813559322]",75.55333998005982,38.57763609199756
Mother,rose-wreath-birthday-card-for-mom-from-child-and-their-spouse-root-599fbd8005,38.59731543624153,"[172.9926372155288, 34.361111111111114, 64.80220883534136]",40.657597711105865,346.82503240945266
Wife,partner-in-everything-birthday-card-for-wife-root-529fbd4138,38.69708415864391,"[252.67731506427526, 178.25309829882227, 114.38649834500808]",71.97329674691832,27.709692430321468
Boy,smart-and-gifted-blue-money-holder-barbat-mitzvah-card-root-299jwr1129,38.6998676164661,"[225.9157644573541, 223.43737347064518, 218.93442478655047]",87.22552730272638,38.6998676164661
Any+Woman,youre-with-me-through-it-all-birthday-card-for-friend-root-799hbd4998,38.72054837954753,"[250.7880529867533, 246.3319170207448, 235.6397150712322]",95.3779937368599,42.350000412483354
Wife,purple-flowers-and-poem-anniversary-card-for-wife,38.758807481698106,"[242.47402837754473, 235.68254164096237, 223.46958667489204]",91.36149314753663,38.558212307912044
Son,proud-spanish-fathers-day-card-son,38.77500300637349,"[222.38591184096802, 216.03140305387495, 204.42264477095938]",83.68795227684849,38.774989775543034
Girl,minnie-mouse-musical-1st-birthday-card,38.80077001883739,"[238.76275028333964, 162.75595013222517, 124.00906686815263]",71.13172885323378,20.25915793424263
Mother,vase-of-flowers-musical-mothers-day-card-root-899mej4102,38.8009439956431,"[246.53298739807263, 185.47457375833952, 53.38324684951816]",58.80710475442956,41.032825578851636
Girl,disney-tinker-bell-barrettes-girl-birthday-card,38.80797302009594,"[250.75196184028312, 206.15540852438838, 124.5065394676104]",73.58009829566538,38.80482992044796
Mother,beautiful-mom-mothers-day-card,38.85459859968755,"[234.549592582186, 233.16310761449844, 230.58007867378478]",91.20189632470014,39.043001238718695
Husband,to-the-man-i-love-christmas-card-root-629xxo1343,38.873014464460056,"[237.76382047071704, 233.23371647509578, 223.83004926108376]",90.50860190819624,40.49298817614007
Father,illustrated-dad-and-son-fathers-day-card,38.887881635191825,"[234.27139087825103, 213.64210327930644, 175.67791179796455]",80.38221621102267,38.8755118254599
Father,bbq-grill-steaks-fathers-day-card,38.90657018347119,"[204.63587839405895, 149.56184729635646, 48.08424228359248]",49.55296483875518,38.8923198251952
Husband,loving-you-over-the-years-husband-valentines-day-card-root-899vee3042,38.92637518363951,"[179.97078742545233, 163.61457596280198, 133.3930051551602]",61.443880898159335,38.9304548236305
Mother,love-you-so-much-birthday-card-for-mom-root-499fbd2417,39.00130086963648,"[253.50729344122658, 167.3104770017036, 1.231313884156729]",49.94874653438889,39.49939984198372
Husband,perfect-together-anniversary-card-him,39.04839297223077,"[133.22504537205083, 126.93053951493152, 115.10938788978716]",48.69302612977216,39.15226914634923
Sister,anniversary-card-sister-brother-in-law,39.0514607795377,"[245.53132109813438, 210.45396632792355, 145.01456089792205]",76.57762392079538,39.06178748677772
Father,love-and-relaxation-birthday-card,39.066103894752324,"[204.75795454545454, 218.28522727272727, 196.0255681818182]",81.23741087344028,96.46220997013556
Wife,im-so-very-lucky-birthday-card-root-599fbd2347,39.09527291964896,"[217.41044908062236, 201.96030763790665, 171.7388613861386]",76.30378636603156,39.70273131812084
Boy,chalice-cutout-spanish-confirmation-card,39.110255460940365,"[246.77028529084845, 229.44423860689145, 196.91490675558848]",86.99709647969351,39.14843229397617
Grandson,you-bring-a-smile-birthday-card-grandson,39.121179318893425,"[203.64795272266778, 216.2621359223301, 185.5040101308569]",78.77767569670333,84.60653802871022
Mother,feeling-grateful-for-you-christmas-card-for-mom-root-599xxo1793,39.15433017197668,"[231.16131248926303, 223.39409036248068, 208.65074729427934]",86.23765878108674,39.297128989422546
Grandfather,peanuts-snoopy-a-grandpa-like-you-fathers-day-card,39.186766650687844,"[238.79210956663943, 185.41373671300082, 65.39472608340147]",59.644477578439385,41.52969608374791
Grandmother,toucan-grandma-mothers-day-card-with-pullup-tab,39.23642286294724,"[241.26039735099337, 194.29721854304637, 105.29218543046358]",67.95148681989352,39.27610660847881
Sister,wonderful-sister-and-beautiful-woman-birthday-card-for-sister-root-699fbd1816,39.23791647114039,"[233.7251956843664, 224.8832240321557, 205.82589380156548]",86.18648813449646,40.9845313921747
Sister,loved-like-a-sister-birthday-card-for-friend-root-559fbd4196,39.26814540477426,"[246.45657821488217, 220.70727407682315, 137.85628131378735]",75.35546265268029,45.77390400975998
Father,animal-dad-farts-fathers-day-card,39.29710954115159,"[242.26812761843377, 230.16274572993876, 203.42990654205607]",87.39177140401762,41.29875949051985
Mother,celebrating-you-birthday-card-for-mom-root-599fbd2319,39.335795127565646,"[240.72821350762527, 195.36029411764707, 178.46023965141612]",82.19381434491008,16.284507190091333
Husband,you-me-wood-carving-anniversary-card-him,39.36195035603652,"[180.66173361522198, 158.07009269799968, 115.00113839648724]",57.97311215915867,39.35598283083218
Father,the-best-dad-birthday-card,39.363363906253106,"[178.3108724832215, 133.7978523489933, 103.8103355704698]",55.31788393209635,24.15084617200182
Husband,peanut-butter-and-jelly-romantic-birthday-card-root-399man2825,39.38406959626618,"[194.5970924195223, 139.90238836967808, 68.16407061266874]",51.52179667297864,34.04410496488851
Wife,love-of-my-life-valentines-day-card-for,39.42223360327779,"[249.10483729111698, 245.340545294635, 238.1169744942832]",95.5336885853726,39.444817980981654
Boy,dr-seuss-booklet-birthday-card-root-459hkb4727,39.456651401460796,"[249.95980793170907, 169.3953405655344, 14.676151520540637]",51.88940381416661,39.45514739229025
Mother,youre-an-angel-mom-birthday-card-root-799lad6041,39.45693847204919,"[222.03345206752363, 194.9910175003872, 143.36472045841722]",71.64670049528252,39.37495570552244
Daughter,for-a-wonderful-daughter-graduation-card,39.47156619649612,"[116.65053380782918, 115.15978647686833, 112.02989323843417]",44.839299420835964,40.64232902033282
Boy,becoming-an-adult-is-hard-bar-mitzvah-money-holder-card-root-359jwr1061,39.495569470477534,"[236.7971129651702, 212.60468812077872, 165.96927559263673]",78.97380167800138,39.50600294304075
Brother,were-family-fathers-day-card-for-brother,39.49979046327058,"[215.56508666430847, 201.6418464803679, 174.70268836222144]",76.52309314245684,39.55591336415104
Husband,husband-and-friend-spanishlanguage-religious-birthday-card-root-399bib1046,39.53737923598006,"[249.79680437296332, 245.89172711027015, 232.5650162934931]",94.58074915028558,46.40276710222901
Girl,sparkly-shoes-quinceaera-birthday-card,39.54225352112196,"[233.55092373282804, 211.09900521080056, 205.86594031264804]",86.16016942068157,11.341306914429385
Husband,to-my-amazing-husband-spanishlanguage-anniversary-card-root-359avy1999,39.557211892865936,"[238.34784954524434, 229.2070294435024, 210.51934638507785]",88.01317567261219,40.291817962758316
Husband,boob-nearest-my-heart-funny-love-card-root-369zzb8241,39.558233024996,"[196.42061986084755, 134.0046384145056, 13.235715791693021]",41.10908542206678,39.5564000985215
Wife,flower-heart-wreath-love-card-in-gift-box,39.580699367848354,"[248.36040308239478, 247.10709345979055, 243.09207666469078]",96.36323132295796,45.726287364512615
Brother,wish-birthday-card-brother-from-sister,39.6446316242502,"[183.6817679558011, 162.07771639042357, 119.9231430325353]",59.53037470359537,39.66952556642032
Daughter,youre-everything-beautiful-birthday-card-for-daughter-root-599fbd1121,39.66224366708029,"[236.27504911591356, 216.86444007858546, 213.06335952848724]",88.10557032243153,9.825430076810733
Any+Woman,pink-orchid-frenchlanguage-mothers-day-card-root-899msq3256,39.69558599695568,"[215.89119601328903, 194.46594684385383, 198.87126245847176]",80.46218487394958,347.66320359745697
Wife,so-lucky-youre-mine-valentines-day-card-root-799vee4842,39.725484591799614,"[237.82382843526608, 229.9426528991263, 213.92660841938047]",88.57851703032284,40.21232043501101
Father,relax-pop-up-hammock-funny-spanishlanguage-fathers-day-card-root-599fth7095,39.72850055126799,"[243.4068447412354, 240.7365609348915, 235.92070116861436]",93.98579331565682,38.59818919762722
Wife,my-love-my-all-spanishlanguage-valentines-day-card-for-wife-root-999vie9006,39.78053858493469,"[245.46523324531623, 208.45454545454547, 206.1463598642022]",88.55129276657223,3.5222559425397453
Husband,paisley-flowers-anniversary-card-for-husband,39.78481264287858,"[232.40475382003396, 230.55732880588567, 227.33106960950764]",90.14427910383169,38.15285771650379
Father,tree-birthday-card-dad-from-daughter,39.875227403139775,"[226.68024567560792, 194.00275758335422, 129.2555778390574]",69.79133794405202,39.875227403139775
Boy,all-aboard-birthday-card-with-magnets-root-499hfi1273,39.880258371707335,"[243.97268986157874, 167.67676767676767, 16.201084923307146]",51.014465644095274,39.901992909391474
Son,to-see-whats-next-birthday-card-son,39.91003148897881,"[241.79654510556622, 240.52303262955854, 237.9869481765835]",94.07519476120581,39.942563482466866
Mother,thousand-little-ways-mothers-day-card,39.91011642637361,"[236.73563928350833, 235.01590487955528, 231.59095120444718]",91.82874323293244,39.94357235045196
Father,sunburst-faith-and-blessings-fathers-day-card,39.9125814774579,"[246.99767566601108, 224.63025210084032, 178.871625245843]",83.50378449252041,40.30055455096594
Sister,expensive-birthday-present-funny-birthday-card-for-sister-root-399fbd8144,39.98928233249742,"[229.7768147345612, 158.16305525460456, 18.864030335861322]",48.75310687655345,39.62747691635953
Father,daddys-little-girl-fathers-day-card-from-daughter,40.00133681541922,"[246.20439770554492, 205.6718929254302, 124.417017208413]",72.67086566940351,40.03117993933571
Father,respect-and-admiration-birthday-card,40.00360991578231,"[227.42117173749057, 196.77885340709076, 135.477621322605]",71.15662609021481,40.00360991578231
Father,dog-and-fire-hydrant-funny-pop-up-birthday-card-for-dad-root-499man3025,40.00370056849983,"[245.0865650969529, 195.20221606648198, 95.3584949215143]",66.75393333695436,40.010021245039475
Grandfather,dapper-fox-birthday-card-for-grandpa-root-295qum4204,40.01081521537835,"[223.6173081355151, 210.1835676423139, 183.74890527771376]",79.87572812024095,39.782876367861576
Husband,leaves-man-i-love-romantic-fathers-day-card,40.036455034903184,"[240.97853671706264, 214.98056155507558, 162.92913066954642]",79.19758184051156,40.01421677995123
Daughter,lively-little-girl-vibrant-woman-birthday-card-for-daughter-root-459fbd4042,40.038784744667055,"[234.34949199814065, 232.90577063550037, 229.51583770502688]",90.95398621630736,42.079131748866594
Niece,a-wonderful-niece-root-199cds6229,40.04622208235385,"[234.14539491664388, 231.10804409219276, 224.94224287145852]",90.01718388002008,40.19797471862842
Wife,feel-love-romantic-valentines-day-card,40.05999093160335,"[239.02589739386985, 224.96295689231275, 196.72316013768236]",85.44099167285337,40.05385739028013
Father,silly-giggles-pop-up-fathers-day-card-from-daughter,40.06417606911153,"[249.40413683373112, 214.81702466189338, 144.75238663484487]",77.2855928369757,40.170166993228655
Wife,through-the-years-photo-collage-religious-anniversary-card-root-559cey1562,40.157556835216646,"[199.92298072679122, 171.69052523171987, 114.55230248639106]",61.661820237878864,40.15773841067306
Husband,memories-anniversary-card-husband,40.16119849871376,"[237.5098369870714, 228.69519392917368, 210.85103991006184]",87.91389743081044,40.16119849871376
Father,smiling-dog-more-than-just-a-devoted-dad-pop-up-birthday-card-root-559man3031,40.17493772087364,"[247.35891350210971, 170.70490506329114, 17.13554852320675]",51.86165922065029,40.02270313983737
Mother,more-love-mothers-day-card-from-family,40.19175509627132,"[219.7411947849776, 188.53512356489588, 123.95213076474022]",67.3908481470035,40.45325640921464
Daughter,so-blessed-and-grateful-birthday-card-for-daughter-root-599fbd4204,40.208149396687816,"[251.3073444565726, 246.58194292842663, 238.73694058942772]",96.08711471490204,37.44510879003646
Boy,from-the-heart-first-communion-card-root-299cds6037,40.22613720729578,"[244.89094720145027, 231.04316791298436, 211.73192839338319]",89.53389717545755,34.94296311609146
Wife,lace-double-hearts-valentines-day-card-root-659vee4202,40.23306393147705,"[244.86587025555724, 239.6785120217753, 229.0801451686073]",92.9305912596401,40.283357760726574
Any+Woman,potted-plants-and-flowers-birthday-card,40.2403846153619,"[254.7310368427056, 254.71541006045396, 254.6835861754306]",99.88522019963457,40.2403846153619
Husband,lifes-journey-anniversary-card-him,40.24187507726767,"[241.91858489108606, 234.9230650393944, 220.6751120037077]",90.70464644995957,40.24187507726767
Girl,golden-dedication-bat-mitzvah-congratulations-card-root-399fbd2805,40.267433987812424,"[231.54107648725213, 230.76891946580332, 229.8478348846621]",90.468413994493,32.638623326959944
Mother,best-mom-ever-funny-birthday-card-root-399zzb5420,40.28065077133013,"[253.79391995111519, 124.29857928505957, 164.07157042468683]",74.13578416395583,341.57169627800226
Mother,watercolor-chevron-funny-mothers-day-card,40.28411214953324,"[230.08704453441297, 134.34962406015038, 68.9063042220937]",58.62614681500131,24.36146640519733
Wife,cherry-blossom-tree-frenchlanguage-love-card-root-899ldq1055,40.2964779313418,"[220.9115421002838, 191.24976348155155, 190.41390728476821]",80.65204889902981,1.6444347933986485
Mother,laugh-with-mothers-day-card-for-motherinlaw,40.31386308744192,"[243.651948460088, 241.75062853551225, 232.7600565681961]",93.41411863299689,49.52622771077378
Father,how-to-mow-the-lawn-funny-fathers-day-card,40.35873881962912,"[244.35316612304578, 239.02238218423125, 228.0678213924193]",92.63156617950294,40.35982402464211
Son,giving-thanks-for-you-christmas-card-root-499xxo7684,40.369733124018886,"[211.15141430948418, 196.93566278424848, 167.71630615640598]",74.28778832664513,40.36277270202459
Any+Woman,cake-a-life-well-lived-birthday-card,40.39741360390322,"[227.56601972637608, 224.4977728285078, 218.17881005408844]",87.40094701577736,40.388760845986965
Mother,a-little-reminder-of-love-mothers-day-card-root-699msi3666,40.40218004134649,"[211.07201001878522, 205.81778334376958, 205.815278647464]",81.74260562083317,0.02858844550336552
Boy,something-to-celebrate-18th-birthday-card-root-699lad7043,40.41166589853853,"[215.05374894692503, 185.62763268744735, 124.90530749789384]",66.65863851859193,40.41489184738828
Girl,something-to-celebrate-18th-birthday-card-root-699lad7043,40.4122903902197,"[213.31181074350764, 183.71771611526148, 122.78370686588403]",65.90108188419444,40.38569679869693
Daughter,girl-pulling-wagon-with-puppy-birthday-card-for-daughter-root-250quf3110,40.45615411474114,"[239.7510125022011, 226.66983623877442, 200.45060750132066]",86.31404313794546,40.02894433815587
Husband,holding-hands-anniversary-card-for-man-i-love,40.491604900922695,"[234.94821614132317, 225.23484586075512, 205.15015587114652]",86.2937984338176,40.441605542446
Grandmother,cupcake-birthday-card-for-nana-root-299fbd5143,40.56064690026921,"[248.89114683101525, 141.29691013575413, 122.00982760056634]",72.72568126109444,9.12053058030908
Wife,you-joy-and-light-spanish-birthday-card,40.57400211939247,"[239.9786282306163, 227.76540755467198, 201.5374420145792]",86.57177847945009,40.937288551960776
Daughter,you-were-born-daughter-birthday-card,40.60522696010802,"[247.1968962172648, 193.8341416100873, 202.92046556741028]",86.47667408379453,349.78352145700416
Any+Woman,barbie-never-blank-thinking-of-you-card,40.60541601898042,"[240.32212209671277, 239.8985911917756, 238.89351440538138]",93.96385029452827,42.212153518123934
Wife,my-friend-my-love-floral-birthday-card-for-wife,40.62134112532613,"[201.59677807165184, 178.7383986535225, 130.88482808367397]",65.19247179516192,40.6043707559905
Sister,god-gave-me-a-wonderful-sister-mothers-day-card-root-459smd2513,40.63189820859452,"[75.091703682476, 69.38400917036824, 57.412666571142]",25.98124906933686,40.628941012465354
Daughter,basket-of-flowers-mothers-day-card-for-daughter,40.63947400568922,"[247.3414407436096, 224.49000774593338, 176.7965917893106]",83.16432010449417,40.56433601907911
Son,so-proud-and-happy-christmas-card-for-son-root-429xxo4994,40.639757365363415,"[193.77844043536604, 162.96973311465632, 95.8459818100492]",56.78910240106181,41.12451719082322
Wife,im-grateful-for-your-love-christmas-card-for-wife-root-729xxo1263,40.67611512886473,"[192.04394576905096, 31.49041608228144, 24.06030855539972]",42.37338320087268,2.6538683112683232
Grandson,leaves-and-acorns-thanksgiving-card-for-grandson-root-399th6243,40.70995108829435,"[244.60679230467215, 244.36592069100902, 238.00765606595996]",94.6302839942416,57.80997144217021
Father,star-wars-fathers-day-card,40.74750000000011,"[48.907306022276764, 48.42306966207287, 47.38682272984708]",18.88120171610271,40.89148249317101
Granddaughter,your-happiness-means-world-birthday-car,40.77060931899639,"[249.50548724051302, 239.52849398386883, 218.4137247124157]",91.74886508880957,40.746681862834755
Husband,absolutely-irresistible-large-spanishlanguage-anniversary-card-12-root-599bih1636,40.7748028608106,"[241.35951396718025, 239.63434798947765, 235.93761743705375]",93.58767282435959,40.90890187833578
Husband,i-love-how-you-love-me-anniversary-card,40.78178642414028,"[231.25629394420503, 226.4855976411885, 216.33318212746656]",87.76264236699444,40.81889476563935
Father,unicef-palm-branches-fathers-day-card,40.7906703043921,"[227.04474900924703, 224.3082892998679, 217.90901585204756]",87.24583624731267,42.02797961175583
Grandson,chalice-and-host-grandson-first-communion-card,40.808510638284616,"[222.43779015784588, 224.3987929433612, 215.1137418755803]",86.17892839587087,72.67199999999994
Father,ruler-and-tools-collage-fathers-day-card,40.890198482782566,"[246.9176804541768, 242.04244390375777, 231.74749932414167]",93.85591760359186,40.71781803277225
Father,dad-reading-bedtime-story-funny-fathers-day-card,40.9067352142457,"[244.6167538102125, 239.49360329291355, 228.5174101679831]",92.77140470160695,40.9067352142457
Wife,paper-flowers-for-wife-romantic-valentines-day-card-root-999vee8663,40.92777583187394,"[248.50826294528093, 201.49783327212634, 197.73771575468234]",87.4992115097967,4.4436600259533385
Son,metallic-modern-leaves-fathers-day-card-for-son,40.93065791597178,"[228.38874388254487, 223.24061990212073, 212.92773246329526]",86.53264242075295,40.021524436566295
Father,home-repair-funny-fathers-day-card,40.94610036072498,"[244.55910580524343, 239.5870786516854, 228.89302434456928]",92.83375100976721,40.957482573906866
Daughter,so-thankful-for-you-thanksgiving-card-for-daughter-root-399th2765,40.946371524703366,"[234.430024151519, 191.90905046396338, 100.41419855090886]",65.65572994165252,40.963006347798654
Brother,family-tree-like-a-brother-birthday-card,40.98985823386632,"[245.54126153079034, 237.5684367988033, 223.82473198703565]",92.03254774859332,37.97210263475118
Mother,roses-spanishlanguage-mothers-day-card-from-son,41.01487152207597,"[229.31042482238655, 223.35580687255327, 210.52385094968827]",86.24201485726955,40.98231857437227
Any+Woman,amazing-girl-gift-tag-frenchlanguage-birthday-card-root-799ldq1022,41.019133974494,"[180.7858585858586, 138.0368686868687, 74.22373737373738]",50.00188156070509,35.930101946510064
Any+Woman,beautiful-butterfly-quilled-paper-birthday-card,41.02564102564574,"[245.25271790959374, 245.1214953271028, 245.09917985885943]",96.14743093499081,8.72049689440767
